ciudad,temperatura,unidad
Lima_7474,-14.3,F
Paris_7475,99.4,F
Houston_7476,22.6,C
Cancun_7477,71.5,F
CDMX_7478,104.7,F
Toronto_7479,83.8,F
Estocolmo_7480,19.2,C
Los Angeles_7481,0.2,C
Phoenix_7482,118,F
Budapest_7483,94.7,F
Bogota_7484,21.9,C
Toronto_7485,-13.3,C
Reykjavik_7486,116.4,F
Cancun_7487,42.7,C
Puebla_7488,34.2,C
Oslo_7489,41.7,C
Helsinki_7490,44,F
Los Angeles_7491,26.8,C
Cancun_7492,-0.1,F
Nairobi_7493,61.2,F
Reykjavik_7494,-4.4,F
Guadalajara_7495,-18.4,C
Phoenix_7496,15.7,C
Roma_7497,-14.6,F
Buenos Aires_7498,45.5,F
Cairo_7499,98.5,F
Lima_7500,-17.5,C
Honolulu_7501,49.5,C
Seattle_7502,23,C
Lagos_7503,34.8,C
Nairobi_7504,28.1,C
Cancun_7505,27.2,C
Varsovia_7506,43.8,F
Mumbai_7507,-10,C
Lagos_7508,49.7,C
Bangkok_7509,43.7,C
Houston_7510,-12.4,C
Denver_7511,77.7,F
Toronto_7512,4.7,C
Santiago_7513,47.4,C
Singapur_7514,22.6,C
Sydney_7515,34.9,C
Bangkok_7516,32.7,C
Monterrey_7517,64.5,F
Budapest_7518,4.8,C
Buenos Aires_7519,100.7,F
Boston_7520,-1.5,C
Tijuana_7521,18.5,C
Puebla_7522,44.4,F
Seattle_7523,44.9,F
Buenos Aires_7524,1.1,C
CDMX_7525,21,F
Bangkok_7526,1.1,F
Londres_7527,44.7,F
Auckland_7528,-0.3,F
Denver_7529,-16.9,F
Seattle_7530,-12,F
Houston_7531,41.9,C
Reykjavik_7532,21.4,C
Lagos_7533,116.1,F
Phoenix_7534,96.2,F
Houston_7535,-22,C
Melbourne_7536,88.3,F
Caracas_7537,33.4,C
Cairo_7538,-29.6,C
Los Angeles_7539,0.1,C
Buenos Aires_7540,39.6,C
Atenas_7541,-12.3,C
Roma_7542,33.8,C
Caracas_7543,105.6,F
Londres_7544,33.4,C
Caracas_7545,30.2,C
Toronto_7546,17.1,C
Varsovia_7547,52,F
Dubai_7548,49.2,C
Chicago_7549,72.4,F
Seattle_7550,14,C
Ankara_7551,10,C
Nueva York_7552,47.1,C
Madrid_7553,49.1,C
Lagos_7554,10.5,C
Miami_7555,1.3,C
Estocolmo_7556,29.6,F
Bogota_7557,-20.2,C
Auckland_7558,43.3,C
Cairo_7559,27.6,C
Budapest_7560,101.8,F
Oslo_7561,11.1,F
Los Angeles_7562,19.7,C
Bogota_7563,-22.4,C
Dubai_7564,74.9,F
Lima_7565,3.9,C
Mumbai_7566,-4.2,C
Puebla_7567,-10.3,C
Bogota_7568,9.4,C
Lagos_7569,47.4,C
Tokio_7570,-13.2,C
Roma_7571,10.7,F
Cancun_7572,-17.1,C
Buenos Aires_7573,-18,C
Tijuana_7574,-8.7,C
Sydney_7575,38.5,F
Paris_7576,87,F
Dubai_7577,-18.1,F
Helsinki_7578,-22.9,C
Tokio_7579,114.6,F
Helsinki_7580,67.3,F
Budapest_7581,72.9,F
Guadalajara_7582,8.3,C
Estocolmo_7583,25.5,F
Honolulu_7584,57.5,F
Helsinki_7585,38.9,C
Atenas_7586,97.7,F
Singapur_7587,47.4,F
Bangkok_7588,35.1,C
Moscu_7589,7.5,F
Lima_7590,73.6,F
Boston_7591,-0.7,F
Seattle_7592,47.4,C
Sydney_7593,-3.8,C
Puebla_7594,21.9,C
Londres_7595,-6.5,C
Phoenix_7596,95.1,F
Tokio_7597,60,F
Moscu_7598,34.8,C
Dubai_7599,108,F
Phoenix_7600,118.7,F
Santiago_7601,38.8,C
Los Angeles_7602,68.4,F
Varsovia_7603,38.8,F
Estocolmo_7604,20.7,C
Ankara_7605,-7.7,C
Buenos Aires_7606,7.6,F
Chicago_7607,-29,C
Caracas_7608,75,F
Ankara_7609,80.8,F
Londres_7610,-1.6,C
Berlin_7611,15.1,C
Bogota_7612,112.8,F
Reykjavik_7613,37.4,C
Lisboa_7614,32,F
Berlin_7615,58.5,F
Paris_7616,25.8,C
Bangkok_7617,-11,C
Toronto_7618,34.4,C
Phoenix_7619,-19,C
Buenos Aires_7620,50.2,F
Nueva York_7621,-9.3,F
Berlin_7622,109.9,F
Estocolmo_7623,96.5,F
Berlin_7624,-20.5,C
Tijuana_7625,35.4,C
Tokio_7626,29,C
Reykjavik_7627,-3.3,F
Los Angeles_7628,46.4,F
Dubai_7629,17.7,F
Berlin_7630,-5.5,C
Varsovia_7631,-14.9,C
Nueva York_7632,-12.9,C
Madrid_7633,35.7,F
Melbourne_7634,15.4,F
Los Angeles_7635,27.7,F
Boston_7636,1.3,F
Guadalajara_7637,15.9,C
Boston_7638,-12.1,C
Reykjavik_7639,0.5,C
Oslo_7640,10.5,F
Boston_7641,-22.8,C
Caracas_7642,54.3,F
Nueva York_7643,-3.6,C
CDMX_7644,80.6,F
Los Angeles_7645,45.4,C
Caracas_7646,45.2,C
Monterrey_7647,101.5,F
Varsovia_7648,-13.4,F
Lagos_7649,-27.3,C
Buenos Aires_7650,24.8,F
Varsovia_7651,59,F
Paris_7652,44.4,C
Berlin_7653,-7.6,C
Lisboa_7654,8.7,F
Tijuana_7655,118.5,F
Madrid_7656,47.1,C
Lisboa_7657,-1.9,F
Dubai_7658,-25.8,C
Madrid_7659,119.8,F
Santiago_7660,34.7,C
Lisboa_7661,8.8,C
Nueva York_7662,-27.2,C
Paris_7663,68.5,F
Guadalajara_7664,-14.9,C
Honolulu_7665,22.4,C
CDMX_7666,24.4,F
Nueva York_7667,46.8,F
Bangkok_7668,11.8,C
Tijuana_7669,11.9,C
Paris_7670,-27.3,C
Seattle_7671,6.5,C
Estocolmo_7672,23.2,C
Atenas_7673,10.8,F
Denver_7674,42.9,C
Honolulu_7675,2.8,F
Miami_7676,-15.7,C
Mumbai_7677,64.3,F
Los Angeles_7678,56.6,F
Mumbai_7679,34.5,C
Monterrey_7680,34.1,C
Varsovia_7681,101.5,F
Cairo_7682,29.3,F
Tijuana_7683,96.7,F
Oslo_7684,8,C
Ankara_7685,30.8,C
Ankara_7686,-12.5,C
Helsinki_7687,95.3,F
Caracas_7688,30.4,F
Tokio_7689,54.8,F
Chicago_7690,-16.7,F
Las Vegas_7691,26.7,C
Londres_7692,64.1,F
CDMX_7693,-24.9,C
Bangkok_7694,-8.6,C
Nueva York_7695,47.2,C
Honolulu_7696,5,C
CDMX_7697,3.3,C
Tokio_7698,114.1,F
Dubai_7699,34.6,F
Chicago_7700,2.6,F
Tijuana_7701,118.8,F
Denver_7702,39.3,C
Bogota_7703,13.9,F
Phoenix_7704,30.4,F
Phoenix_7705,49.3,C
Reykjavik_7706,-16.5,F
Phoenix_7707,-25.9,C
Santiago_7708,33.9,F
Budapest_7709,37.8,C
Phoenix_7710,31,C
Berlin_7711,46,C
Lisboa_7712,18.3,F
Auckland_7713,17.9,C
Seattle_7714,28.9,F
Santiago_7715,-10.2,C
Cairo_7716,18.1,C
Singapur_7717,-14.3,C
Monterrey_7718,41.1,C
Houston_7719,113.5,F
Toronto_7720,54.4,F
Los Angeles_7721,34.3,C
Caracas_7722,-9.8,C
Houston_7723,-4.7,C
Helsinki_7724,14.9,F
Helsinki_7725,51.2,F
Madrid_7726,120.7,F
Berlin_7727,-2.5,C
Lagos_7728,15.3,F
Moscu_7729,20.3,C
Guadalajara_7730,-24.5,C
Ankara_7731,24,C
Cairo_7732,50.1,F
Cairo_7733,13.3,C
Pekín_7734,104.8,F
Budapest_7735,113.8,F
Singapur_7736,31.3,C
Puebla_7737,35,C
Ankara_7738,58.9,F
Auckland_7739,10.1,C
Londres_7740,76.6,F
Madrid_7741,45.7,C
Houston_7742,84.7,F
Chicago_7743,-16.3,C
Phoenix_7744,11.7,C
Dubai_7745,102.1,F
Tijuana_7746,-4.7,F
Seattle_7747,3,F
CDMX_7748,20.4,C
Auckland_7749,11.3,C
Varsovia_7750,-14.2,C
Cancun_7751,33.1,C
Chicago_7752,47.5,C
Buenos Aires_7753,-24.2,C
Lagos_7754,-18,C
Toronto_7755,20.3,F
Nueva York_7756,13,C
Guadalajara_7757,-11,C
Varsovia_7758,4.7,F
Los Angeles_7759,35.1,C
Atenas_7760,-11.5,F
Lisboa_7761,37.6,C
Toronto_7762,63.3,F
Reykjavik_7763,14.3,F
Mumbai_7764,59.4,F
Lima_7765,103.5,F
Nueva York_7766,11.6,C
Buenos Aires_7767,17.1,C
Guadalajara_7768,39,C
Denver_7769,40.5,F
Londres_7770,28.3,F
Oslo_7771,18.8,C
Budapest_7772,5.6,C
Puebla_7773,4.5,C
Lagos_7774,55.3,F
Auckland_7775,86.5,F
Sydney_7776,82.2,F
Auckland_7777,26,F
Las Vegas_7778,49.3,C
Las Vegas_7779,17.3,C
Atenas_7780,94.8,F
Denver_7781,78.8,F
Seattle_7782,0.9,F
Budapest_7783,116.5,F
Helsinki_7784,42.1,C
Lagos_7785,-0.1,C
Houston_7786,35.2,F
Miami_7787,67.4,F
Varsovia_7788,121.8,F
Madrid_7789,-25.4,C
Singapur_7790,17.5,C
Houston_7791,-3,C
Oslo_7792,31.7,C
Varsovia_7793,27,F
Cancun_7794,18,F
Nueva York_7795,26.5,C
Atenas_7796,88.7,F
Los Angeles_7797,58.5,F
Nueva York_7798,88.7,F
Melbourne_7799,-28.1,C
Honolulu_7800,27.7,C
Honolulu_7801,112,F
Melbourne_7802,100.6,F
Seattle_7803,46.8,C
Melbourne_7804,3.6,F
Santiago_7805,19.3,C
Budapest_7806,11,F
Sydney_7807,118.3,F
Pekín_7808,-7,C
Lima_7809,5.2,C
Sydney_7810,15.7,C
Cairo_7811,96.2,F
Nairobi_7812,-4.5,C
Roma_7813,10.8,F
Santiago_7814,-21.6,F
Oslo_7815,51.9,F
Nairobi_7816,56.3,F
CDMX_7817,108.8,F
Ankara_7818,63.6,F
Bogota_7819,83.5,F
Londres_7820,-25.8,C
Dubai_7821,0,C
Oslo_7822,102.1,F
Boston_7823,116.9,F
Oslo_7824,16.9,C
Tokio_7825,44,F
Auckland_7826,70.4,F
Budapest_7827,16.9,F
Estocolmo_7828,33.6,C
Budapest_7829,-16.4,C
Dubai_7830,102.5,F
Pekín_7831,-9.4,C
Boston_7832,1.2,F
Sydney_7833,21.3,C
Bangkok_7834,33.8,C
Nueva York_7835,30.3,F
Lima_7836,-8.7,C
Cairo_7837,30.9,C
Monterrey_7838,40.8,F
Lima_7839,-15.4,C
Reykjavik_7840,56,F
Nueva York_7841,-15.1,C
Sydney_7842,11.3,F
Berlin_7843,-2.3,C
Sydney_7844,20.4,F
Sydney_7845,62.3,F
Houston_7846,66.9,F
Dubai_7847,-1.8,F
Mumbai_7848,-26.8,C
Las Vegas_7849,100.2,F
Phoenix_7850,34,C
CDMX_7851,-7.1,F
Singapur_7852,16.7,F
Oslo_7853,8.3,C
Tokio_7854,-11,C
Londres_7855,18.3,C
Toronto_7856,-23.3,C
Oslo_7857,24.9,C
Los Angeles_7858,71,F
Londres_7859,-20,C
Auckland_7860,78.1,F
Cairo_7861,70.5,F
Cairo_7862,69.9,F
Boston_7863,45,F
Budapest_7864,50.2,F
Budapest_7865,10.3,C
Tokio_7866,100.6,F
Tokio_7867,7.2,C
Nairobi_7868,46.4,C
Miami_7869,-8.4,C
Las Vegas_7870,21.4,C
Moscu_7871,113.5,F
Berlin_7872,94.6,F
Atenas_7873,102,F
Auckland_7874,117.4,F
CDMX_7875,17.3,C
Caracas_7876,109.5,F
Auckland_7877,9.9,F
Toronto_7878,37,C
Caracas_7879,41.9,F
Varsovia_7880,46.3,C
Melbourne_7881,22,C
Honolulu_7882,41.6,C
Budapest_7883,8.2,C
CDMX_7884,117.4,F
Honolulu_7885,10.6,C
Moscu_7886,21,C
Bangkok_7887,17.1,C
Roma_7888,-5.2,C
Monterrey_7889,87.9,F
Lisboa_7890,14.4,F
Varsovia_7891,52.7,F
Miami_7892,2.3,F
Berlin_7893,-17.4,F
Auckland_7894,-16.3,C
Londres_7895,23.7,C
Santiago_7896,0.3,C
Santiago_7897,16,C
Varsovia_7898,69.1,F
Madrid_7899,22.5,F
Denver_7900,8.7,F
Guadalajara_7901,-8.1,C
Lima_7902,-4.7,C
Las Vegas_7903,82.4,F
Honolulu_7904,-18.7,F
Nueva York_7905,22,F
Varsovia_7906,-4.9,C
Chicago_7907,29.5,C
Ankara_7908,33.6,C
Nueva York_7909,100.2,F
Caracas_7910,32.4,C
Mumbai_7911,0.6,C
Nairobi_7912,32,F
Buenos Aires_7913,-5.1,C
Boston_7914,-19,F
Londres_7915,0.1,C
Guadalajara_7916,12,F
Las Vegas_7917,47.9,C
Lima_7918,120.4,F
Moscu_7919,7.1,F
Paris_7920,13.7,C
Pekín_7921,119.8,F
Chicago_7922,-25.3,C
Las Vegas_7923,38.5,C
Las Vegas_7924,-11.9,C
Berlin_7925,26.4,F
Varsovia_7926,48.6,C
Chicago_7927,6.2,C
Denver_7928,42.1,C
Bogota_7929,10.8,C
Seattle_7930,20.8,C
Reykjavik_7931,64.9,F
Denver_7932,-13.2,C
Boston_7933,-25.9,C
Singapur_7934,29.9,C
Monterrey_7935,86.9,F
Reykjavik_7936,119.6,F
Houston_7937,47.1,F
Sydney_7938,13.2,F
Bangkok_7939,90.5,F
Denver_7940,-4.9,C
Toronto_7941,10.9,F
Estocolmo_7942,70.5,F
Cairo_7943,-17,C
Estocolmo_7944,-25.7,C
Oslo_7945,95.1,F
Toronto_7946,113.3,F
Caracas_7947,23.7,C
Helsinki_7948,20.2,F
Oslo_7949,-11.4,C
Ankara_7950,69.7,F
Madrid_7951,11.2,F
Mumbai_7952,95.3,F
Caracas_7953,10.3,C
Tokio_7954,52,F
Melbourne_7955,-11.4,C
Lagos_7956,46.4,C
Estocolmo_7957,-17.6,F
Guadalajara_7958,32.2,F
Budapest_7959,105.7,F
Los Angeles_7960,0.5,C
Lima_7961,33,C
Helsinki_7962,102.4,F
Buenos Aires_7963,98,F
Monterrey_7964,8.2,F
Boston_7965,-19.6,C
Ankara_7966,52.4,F
Ankara_7967,-14.3,C
Madrid_7968,14.8,C
Toronto_7969,38.9,C
Dubai_7970,-22.6,C
Denver_7971,118.2,F
Denver_7972,74,F
Puebla_7973,44.5,C
Budapest_7974,-28.7,C
Nairobi_7975,-19.8,C
Cancun_7976,-11.7,C
Estocolmo_7977,48.9,C
Cairo_7978,17.9,C
Miami_7979,-29.2,C
Moscu_7980,2.7,C
Toronto_7981,30.5,F
Las Vegas_7982,37.3,C
Roma_7983,10.2,F
Varsovia_7984,23.3,F
Madrid_7985,-19.2,C
Reykjavik_7986,6,C
Seattle_7987,22.4,C
Reykjavik_7988,-18.8,C
Mumbai_7989,11.8,F
Lisboa_7990,-15.9,F
Boston_7991,40.1,C
Lisboa_7992,48.4,F
Honolulu_7993,-12,F
CDMX_7994,-16.2,C
Oslo_7995,-20.7,F
Melbourne_7996,77.9,F
Seattle_7997,43.9,C
Varsovia_7998,-11.5,C
Phoenix_7999,6,C
Houston_8000,33.4,F
Houston_8001,71.9,F
Moscu_8002,96.2,F
Caracas_8003,0.8,C
CDMX_8004,1.2,C
Cairo_8005,37.4,C
Helsinki_8006,69.8,F
CDMX_8007,47.1,C
Dubai_8008,-26,C
Melbourne_8009,-7.1,C
Phoenix_8010,33.3,C
Guadalajara_8011,9.4,C
Atenas_8012,49.5,C
Nueva York_8013,34.6,C
Miami_8014,-1.5,F
Puebla_8015,-19.1,F
Oslo_8016,31.9,C
Monterrey_8017,81.4,F
Moscu_8018,24.1,F
Santiago_8019,-20.3,C
Monterrey_8020,-15.1,C
Reykjavik_8021,4.4,F
Helsinki_8022,12,C
Madrid_8023,0.6,C
Houston_8024,29.5,F
Seattle_8025,42.1,C
Bogota_8026,-1.8,C
Dubai_8027,24.1,C
Dubai_8028,-1.3,C
Guadalajara_8029,-27.6,C
Tijuana_8030,110.9,F
Oslo_8031,54,F
Auckland_8032,-6.1,F
Paris_8033,32.2,F
Bangkok_8034,3.6,F
Miami_8035,100.4,F
Dubai_8036,-9.5,C
Madrid_8037,35,F
Madrid_8038,5.2,C
Dubai_8039,43.3,F
Denver_8040,19.1,C
Lisboa_8041,58.7,F
Mumbai_8042,10.6,C
Mumbai_8043,37.4,C
Los Angeles_8044,89.9,F
Mumbai_8045,36.7,F
Cancun_8046,-0.5,F
Guadalajara_8047,67.6,F
Tokio_8048,1,F
Cairo_8049,40.7,C
Lisboa_8050,-19.4,F
Dubai_8051,-16.4,C
Ankara_8052,14,C
Moscu_8053,-20.5,F
Paris_8054,70.9,F
Pekín_8055,4.7,C
Chicago_8056,22.7,F
CDMX_8057,-4,F
Los Angeles_8058,95.8,F
Tijuana_8059,-15.5,C
Pekín_8060,97.3,F
Cancun_8061,16.7,C
CDMX_8062,88.1,F
Tijuana_8063,79.8,F
Berlin_8064,27.1,C
Cancun_8065,-24.2,C
Lagos_8066,50.9,F
Singapur_8067,104.1,F
Denver_8068,-22.9,C
Sydney_8069,40.7,F
Buenos Aires_8070,-13.3,C
Puebla_8071,-3.9,C
Cancun_8072,-17.7,C
Guadalajara_8073,0.8,C
Londres_8074,108.9,F
Sydney_8075,-6.9,C
Cairo_8076,-5.9,C
Melbourne_8077,17.9,C
Oslo_8078,41.8,C
Tijuana_8079,10.5,F
Mumbai_8080,30.1,C
Cancun_8081,28.2,F
Cairo_8082,92.3,F
Mumbai_8083,98.4,F
Pekín_8084,12.8,F
Lisboa_8085,13.5,C
Los Angeles_8086,104.6,F
Houston_8087,13.3,F
Toronto_8088,-19.4,C
Reykjavik_8089,23.9,F
Budapest_8090,63.1,F
Honolulu_8091,99.5,F
Tokio_8092,14.5,C
Los Angeles_8093,-12.7,F
Phoenix_8094,105,F
Dubai_8095,67.3,F
Caracas_8096,-13.9,F
Mumbai_8097,-2.7,F
Lima_8098,59.3,F
Budapest_8099,75.5,F
Las Vegas_8100,54.2,F
Londres_8101,25.3,F
CDMX_8102,106.1,F
Honolulu_8103,-7.9,C
Guadalajara_8104,32.3,C
Melbourne_8105,28.7,C
Denver_8106,59.7,F
Bangkok_8107,42.9,F
Los Angeles_8108,47.8,C
Buenos Aires_8109,42.7,C
Los Angeles_8110,24.6,C
Estocolmo_8111,-13,F
Londres_8112,44.7,F
Singapur_8113,-19.5,C
Tokio_8114,92.9,F
Las Vegas_8115,48.5,F
Phoenix_8116,-16.7,C
Sydney_8117,-12.7,C
Roma_8118,12.1,F
Helsinki_8119,25.4,F
Chicago_8120,18.8,C
Nairobi_8121,31.6,F
Lima_8122,51,F
Singapur_8123,104.8,F
Tijuana_8124,-23.4,C
Buenos Aires_8125,54.8,F
Varsovia_8126,49.6,C
Roma_8127,45.4,C
Atenas_8128,16,F
Bogota_8129,48.5,F
Buenos Aires_8130,30.7,F
Ankara_8131,-18.2,F
Budapest_8132,17.4,C
Santiago_8133,16.1,F
Paris_8134,29.1,F
CDMX_8135,121.9,F
Reykjavik_8136,21.9,C
Varsovia_8137,54.4,F
Caracas_8138,12.6,C
Puebla_8139,111.1,F
Houston_8140,19.3,F
Lisboa_8141,73.5,F
Lima_8142,15.4,C
Tijuana_8143,49,F
Bangkok_8144,115.2,F
Nueva York_8145,-16.9,F
Paris_8146,7,F
Atenas_8147,-2.7,C
Estocolmo_8148,0.1,C
Boston_8149,39,F
Buenos Aires_8150,8.6,C
Nueva York_8151,100.4,F
Helsinki_8152,20.1,C
Puebla_8153,5.1,C
Helsinki_8154,-20.6,F
Lagos_8155,29.7,C
Puebla_8156,35.2,C
Helsinki_8157,40.7,C
Madrid_8158,-13.2,F
Londres_8159,-6.8,F
Auckland_8160,46.4,C
Moscu_8161,-3.5,C
Reykjavik_8162,18.3,C
Tijuana_8163,105.4,F
Lagos_8164,-7.9,F
Roma_8165,24.3,F
Seattle_8166,-25,C
Cairo_8167,2.9,C
Bangkok_8168,-8.8,C
Cancun_8169,75.8,F
Tokio_8170,-4.6,F
Tijuana_8171,111.6,F
Cancun_8172,84.4,F
Oslo_8173,121.8,F
Berlin_8174,31.1,C
Honolulu_8175,57,F
Helsinki_8176,-10.3,F
Miami_8177,8.9,C
Denver_8178,30.8,C
Ankara_8179,2.4,F
Mumbai_8180,-5.5,C
Miami_8181,-19.7,C
Phoenix_8182,-16.8,C
Varsovia_8183,15.8,C
Mumbai_8184,68.2,F
Madrid_8185,105.3,F
Chicago_8186,1.8,C
Las Vegas_8187,43.7,F
Monterrey_8188,36.5,C
Los Angeles_8189,40.3,C
CDMX_8190,38.7,F
Singapur_8191,-9.1,F
Miami_8192,12.7,F
Boston_8193,61.4,F
Lagos_8194,-20.1,C
Phoenix_8195,34.9,F
Madrid_8196,-0.4,F
Caracas_8197,-24,C
Varsovia_8198,-6.3,C
Sydney_8199,7.3,C
Santiago_8200,34,C
Sydney_8201,10.1,C
Las Vegas_8202,-20.6,F
Caracas_8203,23.4,C
Sydney_8204,-7,C
Guadalajara_8205,-2.6,F
Paris_8206,4.2,C
Cairo_8207,90.7,F
Guadalajara_8208,-24.1,C
Londres_8209,89.9,F
Caracas_8210,43.8,F
Madrid_8211,-4.5,F
Toronto_8212,9.2,C
Paris_8213,47.4,C
Melbourne_8214,-6.3,C
Auckland_8215,74.3,F
Estocolmo_8216,92.3,F
Moscu_8217,2.8,C
Buenos Aires_8218,-28,C
Guadalajara_8219,65,F
Denver_8220,4.2,C
Melbourne_8221,5.4,C
Santiago_8222,15.5,F
Monterrey_8223,24,C
Los Angeles_8224,-16.1,C
Ankara_8225,-19.1,F
Puebla_8226,24.1,F
Madrid_8227,96,F
Lima_8228,5.3,F
Denver_8229,34.4,F
Los Angeles_8230,13.5,C
Caracas_8231,9.1,F
CDMX_8232,47.7,C
Paris_8233,106.8,F
Nairobi_8234,19.4,C
CDMX_8235,0.7,C
Bangkok_8236,-3.1,F
Santiago_8237,29.4,C
Roma_8238,19.8,C
Oslo_8239,90.6,F
Houston_8240,-17.7,C
Oslo_8241,39.4,C
Madrid_8242,28.7,F
Miami_8243,46.5,F
Auckland_8244,98.1,F
Phoenix_8245,38.4,C
Singapur_8246,88.2,F
Lima_8247,49.6,C
Guadalajara_8248,24.9,C
Paris_8249,77,F
Pekín_8250,-19.8,F
Budapest_8251,13.9,C
Helsinki_8252,-20.8,C
Sydney_8253,1.4,F
Chicago_8254,95.9,F
Nueva York_8255,-16.7,C
Puebla_8256,24.2,F
Buenos Aires_8257,9.3,C
Denver_8258,31.4,F
Londres_8259,-7,C
Mumbai_8260,-6.3,F
Toronto_8261,-1,C
Reykjavik_8262,3.5,F
Chicago_8263,18.1,C
Seattle_8264,22.3,F
Lima_8265,118.1,F
Sydney_8266,16.9,F
Puebla_8267,-9.5,F
Las Vegas_8268,77.9,F
Boston_8269,11,F
Seattle_8270,8.2,C
Londres_8271,-2.1,C
Moscu_8272,5.5,C
Dubai_8273,-2.6,F
Toronto_8274,80.8,F
Monterrey_8275,94,F
Houston_8276,-13.8,C
Puebla_8277,1.5,F
Paris_8278,73.1,F
Londres_8279,107.9,F
Mumbai_8280,43.9,C
Puebla_8281,86.9,F
Cairo_8282,10.9,C
Nairobi_8283,49.6,C
Lagos_8284,57.1,F
Paris_8285,5.3,C
Dubai_8286,46.3,C
Las Vegas_8287,92.6,F
Nairobi_8288,38.3,C
Nairobi_8289,13.9,C
Las Vegas_8290,52.2,F
Cairo_8291,15.8,F
Tijuana_8292,-26,C
Nairobi_8293,7.6,C
Cancun_8294,-5.9,C
Guadalajara_8295,45.8,C
Phoenix_8296,26.8,C
Miami_8297,77.4,F
Denver_8298,-13.5,C
Dubai_8299,-27.8,C
Santiago_8300,22.4,F
Nairobi_8301,39.9,C
CDMX_8302,115.8,F
Madrid_8303,18.6,C
Puebla_8304,66.8,F
Caracas_8305,64,F
Oslo_8306,45.5,C
Lisboa_8307,82.5,F
Madrid_8308,-9.4,F
Santiago_8309,-19,C
Ankara_8310,41.6,C
Melbourne_8311,-13.7,C
Madrid_8312,37.5,C
Dubai_8313,-16.6,F
Budapest_8314,-15.1,C
Nairobi_8315,42.2,C
Guadalajara_8316,31.5,C
Nueva York_8317,101.3,F
Cairo_8318,114.2,F
Atenas_8319,97.6,F
Chicago_8320,119.1,F
Monterrey_8321,-29.7,C
Roma_8322,96,F
Auckland_8323,29.7,C
Cancun_8324,-4.3,C
Singapur_8325,1.2,F
Nueva York_8326,-6.6,C
Oslo_8327,46.7,C
CDMX_8328,34,C
Mumbai_8329,89.2,F
Chicago_8330,-11.8,F
Varsovia_8331,14.2,F
Moscu_8332,46.9,C
Singapur_8333,106.3,F
Nueva York_8334,61.3,F
Sydney_8335,32,C
Lagos_8336,20.5,C
Madrid_8337,77.7,F
Cancun_8338,24.1,C
Pekín_8339,27.6,F
Berlin_8340,43.7,C
Madrid_8341,2.9,F
Estocolmo_8342,83.4,F
CDMX_8343,21.5,C
Buenos Aires_8344,64.2,F
Mumbai_8345,106.5,F
Lagos_8346,-5.6,C
Berlin_8347,31.3,C
Roma_8348,36.8,C
Boston_8349,23.4,C
Sydney_8350,2.8,C
Puebla_8351,-19.1,F
Bangkok_8352,46,F
Melbourne_8353,46.6,C
Houston_8354,-12.5,C
Toronto_8355,22.1,C
Santiago_8356,105.9,F
Guadalajara_8357,5.6,C
Londres_8358,8.9,F
Boston_8359,3.1,F
Oslo_8360,37.8,F
Roma_8361,70.1,F
Lisboa_8362,22.4,F
Toronto_8363,20.7,C
Auckland_8364,32.2,F
Lagos_8365,-22,C
Nairobi_8366,10.3,F
Varsovia_8367,49.1,C
Phoenix_8368,16.8,C
Madrid_8369,-2.1,C
Monterrey_8370,33.5,C
Bogota_8371,84.6,F
Tijuana_8372,113.2,F
Berlin_8373,-1.3,C
Reykjavik_8374,95.5,F
Honolulu_8375,10.2,F
Singapur_8376,119.6,F
Bogota_8377,92.3,F
Budapest_8378,10.2,F
Chicago_8379,-17.6,C
Bogota_8380,23,C
Houston_8381,-21,C
Moscu_8382,-1.2,F
Auckland_8383,43.1,C
Londres_8384,95.2,F
Dubai_8385,7.3,F
Lagos_8386,22.1,F
Ankara_8387,-17.6,C
Dubai_8388,1.7,C
Tijuana_8389,61.9,F
Oslo_8390,44.3,F
Estocolmo_8391,95.5,F
Houston_8392,0.2,C
Chicago_8393,8.9,F
Berlin_8394,-5.3,C
Nairobi_8395,45.2,F
CDMX_8396,4,F
Lagos_8397,9.4,C
Guadalajara_8398,11.9,C
Lima_8399,-7.5,C
Lisboa_8400,29.3,C
Nueva York_8401,47.6,C
Monterrey_8402,29.5,F
Caracas_8403,48.6,F
Miami_8404,12.9,C
Phoenix_8405,48.4,C
Lagos_8406,65.3,F
Puebla_8407,-10.7,F
Monterrey_8408,21.1,C
Miami_8409,11,C
Tokio_8410,69.3,F
Caracas_8411,114.6,F
Cancun_8412,7.3,F
Los Angeles_8413,114.4,F
Roma_8414,11.2,F
Berlin_8415,111.9,F
Bogota_8416,5.2,C
Mumbai_8417,28.3,C
Houston_8418,15.4,C
Pekín_8419,-2.2,F
Buenos Aires_8420,15.1,F
Las Vegas_8421,31.7,C
Buenos Aires_8422,34.1,C
Los Angeles_8423,-24.1,C
Ankara_8424,-16.5,F
Singapur_8425,16.3,C
Houston_8426,-26.7,C
Santiago_8427,-19.7,C
Melbourne_8428,63.4,F
Phoenix_8429,72.4,F
Lima_8430,-13.8,F
Caracas_8431,10.6,C
Singapur_8432,-10.9,C
Estocolmo_8433,32.1,F
Nairobi_8434,-28.5,C
Atenas_8435,-9.5,C
Lagos_8436,116.5,F
Caracas_8437,39.1,F
Phoenix_8438,18.8,F
Denver_8439,33.2,C
Singapur_8440,1,F
Los Angeles_8441,-10.6,C
Ankara_8442,-29.6,C
Roma_8443,99.3,F
Atenas_8444,20.8,C
Paris_8445,112.2,F
